" This page was last edited on 1 August 2022, at 01:53", (1989 film),https://en.wikipedia.org/wiki/The_Big_Picture_(1989_film)
" This page was last edited on 8 July 2022, at 06:39",Blockbuster (entertainment),https://en.wikipedia.org/wiki/Blockbuster_(entertainment)
" This page was last edited on 16 August 2022, at 11:40",A Few Good Men,https://en.wikipedia.org/wiki/A_Few_Good_Men_(film)
" This page was last edited on 18 August 2022, at 16:46",Joel Schumacher,https://en.wikipedia.org/wiki/Joel_Schumacher
" This page was last edited on 22 August 2022, at 00:18",The New York Times,https://en.wikipedia.org/wiki/The_New_York_Times
" This page was last edited on 14 August 2022, at 21:37",Meryl Streep,https://en.wikipedia.org/wiki/Meryl_Streep
" This page was last edited on 17 June 2022, at 15:25",Main Page,https://en.wikipedia.org/wiki/Main_Page
" This page was last edited on 21 August 2022, at 08:53",Oliver Stone,https://en.wikipedia.org/wiki/Oliver_Stone
" This page was last edited on 27 June 2022, at 04:28",Trove,https://en.wikipedia.org/wiki/Trove_(identifier)
" This page was last edited on 3 August 2022, at 03:22",John Hughes (filmmaker),https://en.wikipedia.org/wiki/John_Hughes_(filmmaker)
" This page was last edited on 7 August 2022, at 20:02",She's Having a Baby,https://en.wikipedia.org/wiki/She%27s_Having_a_Baby
" This page was last edited on 22 August 2022, at 01:09",Typecasting,https://en.wikipedia.org/wiki/Typecasting_(acting)
" This page was last edited on 25 June 2021, at 19:17",Système universitaire de documentation,https://en.wikipedia.org/wiki/SUDOC_(identifier)
" This page was last edited on 24 August 2022, at 02:15",Judy Garland,https://en.wikipedia.org/wiki/Judy_Garland
" This page was last edited on 27 January 2022, at 02:50",Library Network of Western Switzerland,https://en.wikipedia.org/wiki/RERO_(identifier)
